delivery_partner_id,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
DP00652,Shreya R,Delhi,Scooter,Part-Time,4.26,False
DP10166,Meena I,Bengaluru,Cycle,Full-Time,4.1,True
DP11331,Santosh W,Hyderabad,Bike,Part-Time,4.02,True
DP01017,Neha K,Hyderabad,Scooter,Part-Time,3.88,True
DP06574,Shreya U,Kolkata,Bike,Part-Time,4.2,True
DP12896,Rakesh Q,Mumbai,Scooter,Full-Time,3.76,True
DP06524,Rakesh M,Mumbai,Scooter,Contract,4.07,True
DP07607,Ravi S,Kolkata,Scooter,Full-Time,4.19,False
DP00683,Shreya I,Bengaluru,Bike,Full-Time,3.9,False
DP03577,Manoj F,Kolkata,Bike,Full-Time,4.03,True
DP04504,Pooja H,Delhi,Bike,Full-Time,4.71,True
DP12715,Meena Y,Ahmedabad,Cycle,Full-Time,4.6,True
DP04269,Kiran O,Kolkata,Scooter,Full-Time,4.5,False
DP10071,Sneha G,Chennai,Scooter,Part-Time,4.32,True
DP07042,Santosh S,Bengaluru,Scooter,Full-Time,3.44,True
DP08667,Santosh G,Kolkata,Bike,Full-Time,4.29,True
DP01915,Priya K,Kolkata,Scooter,Full-Time,4.1,True
DP05206,Suresh V,Delhi,Bike,Contract,4.12,True
DP04625,Santosh W,Ahmedabad,Bike,Full-Time,3.65,True
DP02684,Sneha C,Delhi,Scooter,Full-Time,4.01,True
DP05835,Nikhil Y,Bengaluru,Bike,Contract,4.65,False
DP05906,Amit U,Mumbai,Bike,Full-Time,3.43,True
DP04748,Sneha L,Mumbai,Bike,Part-Time,4.77,True
DP03122,Priya U,Bengaluru,Scooter,Contract,4.31,True
DP06198,Arjun Y,Kolkata,Scooter,Contract,4.02,True
DP02626,Meena R,Kolkata,Scooter,Full-Time,4.46,True
DP01296,Divya U,Bengaluru,Scooter,Full-Time,3.74,True
DP11931,Santosh R,Delhi,Bike,Full-Time,4.7,True
DP11794,Meena D,Chennai,Bike,Full-Time,4.9,True
DP13084,Suresh X,Ahmedabad,Bike,Part-Time,4.3,True
DP03738,Suresh G,Mumbai,Scooter,Full-Time,4.51,True
DP07515,Meena D,Delhi,Scooter,Full-Time,4.28,True
DP01368,Shreya X,Mumbai,Scooter,Full-Time,4.02,True
DP08725,Sneha J,Pune,Cycle,Part-Time,3.89,True
DP00281,Santosh M,Hyderabad,Bike,Full-Time,4.12,True
DP12589,Santosh O,Hyderabad,Scooter,Contract,3.98,True
DP08218,Amit D,Mumbai,Bike,Contract,4.03,True
DP08367,Ravi O,Delhi,Scooter,Full-Time,3.43,True
DP09850,Shreya B,Hyderabad,Cycle,Part-Time,4.13,True
DP02084,Kiran M,Delhi,Bike,Full-Time,4.24,True
DP14884,Neha Q,Ahmedabad,Scooter,Part-Time,4.68,True
DP12647,Manoj A,Hyderabad,Bike,Full-Time,5.0,True
DP13098,Rakesh F,Mumbai,Bike,Full-Time,3.51,True
DP08881,Divya H,Chennai,Bike,Part-Time,4.18,True
DP08850,Suresh P,Bengaluru,Scooter,Part-Time,4.4,True
DP06856,Rakesh Y,Mumbai,Bike,Full-Time,4.07,True
DP04001,Suresh D,Bengaluru,Scooter,Contract,4.53,True
DP12354,Neha F,Pune,Bike,Contract,4.07,True
DP03419,Amit I,Bengaluru,Scooter,Part-Time,4.62,True
DP13783,Deepak E,Mumbai,Scooter,Full-Time,4.0,True
DP13303,Vikas K,Delhi,Scooter,Contract,3.87,False
DP02162,Sneha I,Kolkata,Scooter,Part-Time,3.8,True
DP03608,Rakesh Y,Chennai,Bike,Full-Time,5.0,True
DP01339,Meena I,Kolkata,Bike,Full-Time,4.33,True
DP06808,Deepak H,Delhi,Cycle,Full-Time,3.95,True
DP13057,Manoj N,Mumbai,Scooter,Full-Time,3.5,True
DP13340,Rakesh E,Chennai,Bike,Full-Time,4.71,True
DP11998,Amit E,Bengaluru,Cycle,Full-Time,4.45,True
DP04323,Manoj H,Delhi,Cycle,Contract,4.09,True
DP04658,Ananya V,Bengaluru,Cycle,Part-Time,4.46,True
DP12532,Deepak N,Kolkata,Scooter,Contract,4.68,True
DP03779,Pooja U,Ahmedabad,Scooter,Contract,3.76,True
DP02980,Pooja U,Ahmedabad,Bike,Full-Time,3.8,True
DP06736,Vikas J,Kolkata,Bike,Full-Time,4.33,True
DP11219,Nikhil E,Mumbai,Car,Full-Time,4.37,True
DP09524,Suresh V,Delhi,Scooter,Part-Time,4.01,True
DP06745,Deepak N,Ahmedabad,Scooter,Contract,4.54,True
DP02030,Vikas D,Pune,Scooter,Full-Time,4.19,True
DP01606,Nikhil A,Kolkata,Bike,Full-Time,4.4,True
DP12869,Pooja E,Ahmedabad,Cycle,Full-Time,3.69,True
DP08482,Deepak V,Ahmedabad,Bike,Full-Time,4.72,True
DP13630,Rahul E,Bengaluru,Scooter,Part-Time,4.31,True
DP01702,Arjun P,Chennai,Cycle,Full-Time,4.28,True
DP10787,Amit A,Bengaluru,Bike,Full-Time,4.03,True
DP02952,Pooja K,Pune,Bike,Contract,4.23,True
DP07657,Manoj D,Hyderabad,Car,Contract,4.6,True
DP05431,Deepak E,Ahmedabad,Scooter,Contract,4.33,True
DP04671,Deepak B,Delhi,Bike,Full-Time,3.55,False
DP13118,Meena A,Delhi,Cycle,Contract,4.2,False
DP11479,Deepak N,Delhi,Bike,Full-Time,4.51,False
DP00053,Sneha I,Hyderabad,Bike,Contract,4.43,True
DP03433,Priya R,Mumbai,Bike,Part-Time,3.91,True
DP13611,Kiran H,Pune,Car,Part-Time,3.67,True
DP08690,Santosh H,Bengaluru,Bike,Contract,3.74,True
DP04672,Manoj U,Hyderabad,Scooter,Contract,4.37,True
DP14550,Deepak W,Mumbai,Scooter,Full-Time,4.02,True
DP13126,Kiran N,Delhi,Scooter,Full-Time,4.09,True
DP10497,Pooja T,Bengaluru,Scooter,Contract,4.41,True
DP11871,Suresh C,Delhi,Car,Full-Time,4.0,True
DP03814,Nikhil T,Bengaluru,Scooter,Part-Time,4.49,True
DP12337,Amit B,Kolkata,Scooter,Full-Time,4.17,True
DP06281,Rahul J,Hyderabad,Cycle,Contract,4.34,True
DP14417,Ravi Z,Bengaluru,Scooter,Part-Time,3.92,True
DP11306,Deepak O,Mumbai,Bike,Part-Time,3.81,True
DP14133,Ananya K,Pune,Bike,Contract,4.33,True
DP08243,Divya P,Hyderabad,Bike,Part-Time,4.26,True
DP08464,Nikhil O,Bengaluru,Bike,Full-Time,4.38,False
DP08974,Rahul N,Ahmedabad,Bike,Full-Time,4.14,False
DP12234,Pooja S,Delhi,Bike,Part-Time,4.06,True
DP12787,Divya N,Ahmedabad,Cycle,Part-Time,4.06,True
DP08963,Amit F,Bengaluru,Bike,Full-Time,4.39,True
DP08295,Nikhil E,Mumbai,Bike,Full-Time,4.11,True
DP11459,Ravi P,Bengaluru,Bike,Part-Time,5.0,True
DP12131,Arjun I,Mumbai,Bike,Full-Time,4.3,True
DP00674,Priya Z,Mumbai,Bike,Contract,4.04,False
DP01970,Pooja V,Hyderabad,Scooter,Full-Time,3.69,True
DP00531,Suresh Z,Bengaluru,Scooter,Contract,4.4,True
DP00510,Santosh W,Delhi,Bike,Contract,3.93,True
DP06155,Deepak K,Bengaluru,Scooter,Full-Time,4.33,True
DP06335,Rahul G,Ahmedabad,Scooter,Full-Time,4.38,True
DP00530,Pooja A,Hyderabad,Scooter,Contract,3.51,False
DP02613,Amit A,Bengaluru,Bike,Contract,4.26,True
DP13675,Meena O,Chennai,Cycle,Full-Time,4.3,True
DP04855,Shreya O,Bengaluru,Cycle,Part-Time,4.47,True
DP09937,Ravi V,Pune,Scooter,Part-Time,4.18,False
DP04680,Neha G,Mumbai,Bike,Part-Time,4.31,True
DP07428,Nikhil H,Bengaluru,Scooter,Contract,4.11,True
DP12696,Pooja J,Kolkata,Car,Part-Time,4.48,True
DP01519,Nikhil U,Ahmedabad,Bike,Full-Time,3.95,True
DP11483,Shreya F,Ahmedabad,Cycle,Full-Time,4.6,True
DP07536,Sneha I,Delhi,Cycle,Full-Time,4.44,True
DP05608,Sneha L,Hyderabad,Scooter,Full-Time,4.09,True
DP14888,Amit B,Mumbai,Scooter,Full-Time,3.85,True
DP00160,Rakesh C,Pune,Scooter,Part-Time,4.37,True
DP03600,Deepak E,Kolkata,Scooter,Contract,4.66,True
DP12766,Arjun F,Chennai,Bike,Full-Time,4.62,True
DP05774,Santosh S,Pune,Bike,Full-Time,4.78,True
DP13428,Meena S,Bengaluru,Cycle,Part-Time,3.83,True
DP07751,Divya Q,Delhi,Bike,Full-Time,3.88,True
DP02112,Meena Z,Hyderabad,Scooter,Full-Time,3.86,True
DP10359,Kiran W,Chennai,Bike,Part-Time,4.07,False
DP10235,Pooja Y,Hyderabad,Cycle,Full-Time,4.31,True
DP01608,Amit G,Ahmedabad,Bike,Contract,3.88,False
DP03055,Ananya H,Mumbai,Scooter,Part-Time,4.49,True
DP14411,Amit F,Mumbai,Scooter,Full-Time,3.82,True
DP14619,Rakesh Q,Mumbai,Bike,Full-Time,4.01,True
DP13836,Kiran G,Pune,Scooter,Full-Time,4.68,True
DP07121,Manoj W,Hyderabad,Scooter,Contract,4.56,True
DP01395,Suresh K,Delhi,Bike,Full-Time,4.45,True
DP13912,Nikhil Q,Bengaluru,Bike,Part-Time,4.29,True
DP05200,Deepak H,Hyderabad,Scooter,Contract,3.76,True
DP05500,Santosh I,Delhi,Car,Part-Time,4.21,True
DP14915,Manoj Q,Hyderabad,Scooter,Part-Time,4.17,True
DP12971,Amit P,Chennai,Scooter,Part-Time,4.3,True
DP00777,Rahul Q,Kolkata,Bike,Part-Time,3.94,True
DP01299,Sneha H,Mumbai,Bike,Full-Time,4.02,True
DP09808,Deepak B,Pune,Cycle,Contract,3.87,False
DP11231,Divya P,Ahmedabad,Bike,Full-Time,4.26,True
DP14663,Kiran Y,Ahmedabad,Scooter,Contract,4.12,True
DP03792,Shreya X,Ahmedabad,Bike,Part-Time,4.27,True
DP07263,Nikhil K,Pune,Cycle,Full-Time,4.27,True
DP00054,Priya L,Bengaluru,Bike,Part-Time,3.97,True
DP05623,Suresh S,Hyderabad,Cycle,Full-Time,3.88,True
DP02134,Shreya W,Hyderabad,Bike,Contract,4.27,True
DP04596,Kiran W,Pune,Scooter,Part-Time,4.02,False
DP13791,Ananya V,Bengaluru,Scooter,Contract,3.79,True
DP12410,Ravi U,Hyderabad,Bike,Part-Time,4.52,False
DP01225,Divya I,Bengaluru,Scooter,Full-Time,3.85,True
DP13617,Ananya V,Chennai,Bike,Part-Time,4.57,True
DP01517,Vikas B,Hyderabad,Scooter,Full-Time,4.29,True
DP04108,Vikas S,Bengaluru,Scooter,Full-Time,4.17,True
DP09913,Pooja L,Delhi,Scooter,Full-Time,4.84,True
DP01609,Ravi X,Bengaluru,Bike,Part-Time,4.63,True
DP12347,Pooja O,Pune,Bike,Part-Time,4.61,False
DP01618,Neha J,Delhi,Scooter,Full-Time,4.36,True
DP02532,Nikhil G,Ahmedabad,Bike,Contract,4.56,True
DP05590,Meena D,Mumbai,Cycle,Contract,4.34,False
DP00927,Arjun V,Chennai,Bike,Full-Time,4.34,True
DP00569,Pooja J,Bengaluru,Bike,Part-Time,4.24,True
DP09807,Rahul N,Chennai,Scooter,Full-Time,3.91,True
DP08880,Meena P,Pune,Bike,Part-Time,4.33,True
DP02138,Divya X,Bengaluru,Bike,Part-Time,4.06,True
DP00140,Rakesh N,Mumbai,Bike,Full-Time,3.8,True
DP07449,Sneha V,Kolkata,Bike,Contract,4.12,True
DP02074,Ananya P,Delhi,Bike,Full-Time,4.39,True
DP06581,Manoj C,Chennai,Bike,Contract,4.21,True
DP00883,Kiran B,Kolkata,Scooter,Full-Time,3.87,True
DP08863,Ananya L,Bengaluru,Bike,Part-Time,4.3,True
DP08340,Santosh A,Delhi,Bike,Full-Time,4.03,True
DP05521,Arjun G,Chennai,Scooter,Full-Time,4.11,True
DP09736,Rakesh R,Chennai,Cycle,Full-Time,4.24,True
DP01157,Priya Q,Mumbai,Car,Part-Time,3.79,True
DP07538,Neha Y,Chennai,Cycle,Part-Time,4.23,True
DP09410,Santosh O,Bengaluru,Scooter,Part-Time,3.71,True
DP07068,Rahul K,Chennai,Scooter,Full-Time,3.99,True
DP06311,Kiran I,Pune,Scooter,Full-Time,4.15,True
DP04187,Arjun Z,Delhi,Scooter,Contract,4.5,True
DP10863,Rakesh R,Pune,Bike,Full-Time,4.41,True
DP13404,Kiran I,Bengaluru,Bike,Contract,4.81,True
DP12712,Suresh F,Chennai,Bike,Full-Time,3.94,True
DP11829,Shreya D,Ahmedabad,Bike,Part-Time,3.87,True
DP13793,Sneha O,Bengaluru,Bike,Contract,4.38,True
DP10183,Kiran K,Bengaluru,Scooter,Contract,4.21,True
DP00879,Meena Z,Mumbai,Scooter,Full-Time,4.07,True
DP00514,Pooja O,Ahmedabad,Scooter,Part-Time,4.03,True
DP02618,Neha M,Hyderabad,Car,Full-Time,4.31,True
DP10386,Vikas U,Hyderabad,Bike,Contract,4.22,True
DP07112,Pooja F,Bengaluru,Bike,Full-Time,3.66,True
DP05044,Manoj E,Bengaluru,Car,Full-Time,4.48,True
DP02625,Pooja A,Hyderabad,Scooter,Full-Time,3.87,True
DP13250,Amit Z,Delhi,Bike,Full-Time,4.15,True
DP03100,Nikhil J,Delhi,Bike,Contract,4.05,True
DP13995,Santosh U,Bengaluru,Bike,Part-Time,4.28,True
DP01068,Ananya V,Kolkata,Scooter,Contract,4.89,True
DP08570,Santosh G,Pune,Scooter,Full-Time,3.8,True
DP13417,Pooja M,Mumbai,Bike,Full-Time,4.17,False
DP12387,Nikhil S,Mumbai,Scooter,Contract,4.2,True
DP10501,Vikas P,Kolkata,Bike,Full-Time,4.5,True
DP14458,Vikas B,Bengaluru,Car,Full-Time,4.02,True
DP14487,Vikas L,Delhi,Cycle,Full-Time,4.52,False
DP13688,Santosh K,Chennai,Bike,Full-Time,4.29,True
DP10492,Shreya W,Mumbai,Bike,Part-Time,4.51,True
DP09176,Santosh I,Delhi,Bike,Full-Time,3.85,False
DP14764,Amit G,Chennai,Scooter,Contract,4.13,True
DP04576,Kiran K,Pune,Bike,Full-Time,3.81,True
DP04297,Pooja I,Bengaluru,Bike,Part-Time,4.17,False
DP04000,Rahul D,Chennai,Scooter,Full-Time,4.38,True
DP04167,Kiran F,Bengaluru,Car,Full-Time,4.18,True
DP07212,Shreya Q,Pune,Cycle,Full-Time,4.15,True
DP09593,Rakesh R,Bengaluru,Bike,Part-Time,4.22,True
DP07172,Priya Z,Bengaluru,Scooter,Part-Time,3.94,True
DP08324,Nikhil G,Bengaluru,Scooter,Full-Time,4.25,True
DP04913,Nikhil C,Chennai,Cycle,Part-Time,3.63,True
DP08488,Pooja H,Delhi,Scooter,Contract,4.04,True
DP09966,Deepak H,Chennai,Bike,Full-Time,4.68,True
DP01301,Shreya N,Bengaluru,Scooter,Full-Time,4.35,True
DP11845,Meena T,Delhi,Car,Full-Time,4.19,True
DP02061,Arjun T,Hyderabad,Cycle,Full-Time,4.18,True
DP06304,Kiran O,Bengaluru,Bike,Contract,4.42,False
DP04841,Priya S,Delhi,Scooter,Full-Time,4.9,True
DP02766,Divya Z,Chennai,Scooter,Contract,4.29,True
DP06834,Sneha V,Mumbai,Scooter,Part-Time,4.2,False
DP04769,Vikas Y,Delhi,Bike,Full-Time,3.68,True
DP03227,Suresh O,Delhi,Scooter,Contract,3.95,True
DP00626,Santosh R,Bengaluru,Scooter,Full-Time,4.11,True
DP00509,Manoj Z,Mumbai,Scooter,Part-Time,4.03,True
DP10836,Divya S,Chennai,Scooter,Full-Time,4.7,True
DP09693,Suresh T,Hyderabad,Scooter,Part-Time,4.03,True
DP07173,Manoj I,Kolkata,Bike,Full-Time,3.52,True
DP08816,Suresh A,Bengaluru,Bike,Full-Time,4.03,True
DP12404,Santosh G,Ahmedabad,Bike,Contract,3.6,True
DP11256,Ravi Y,Pune,Bike,Part-Time,4.24,True
DP11773,Priya X,Mumbai,Bike,Part-Time,4.6,True
DP11952,Deepak U,Ahmedabad,Scooter,Full-Time,4.66,False
DP13356,Vikas W,Bengaluru,Scooter,Part-Time,4.51,True
DP06805,Priya N,Bengaluru,Cycle,Contract,4.15,True
DP11007,Rakesh U,Delhi,Bike,Full-Time,4.09,True
DP07826,Santosh B,Mumbai,Cycle,Full-Time,4.49,True
DP14251,Priya D,Pune,Scooter,Full-Time,4.01,True
DP14363,Vikas E,Delhi,Bike,Contract,4.17,False
DP04623,Rakesh V,Chennai,Bike,Full-Time,4.39,True
DP14021,Suresh G,Mumbai,Scooter,Full-Time,4.53,True
DP09180,Meena B,Delhi,Bike,Full-Time,3.86,False
DP13564,Suresh G,Bengaluru,Cycle,Contract,4.38,True
DP13027,Kiran K,Mumbai,Scooter,Part-Time,4.0,True
DP10050,Deepak N,Ahmedabad,Scooter,Part-Time,4.06,True
DP00191,Arjun W,Delhi,Scooter,Contract,4.71,True
DP14100,Vikas N,Bengaluru,Scooter,Part-Time,4.09,True
DP02229,Neha W,Mumbai,Bike,Full-Time,4.02,True
DP12148,Suresh W,Hyderabad,Scooter,Full-Time,4.34,True
DP10390,Vikas N,Chennai,Bike,Contract,3.85,False
DP04005,Manoj T,Delhi,Bike,Full-Time,4.19,False
DP05992,Ananya Q,Bengaluru,Bike,Full-Time,4.29,True
DP05582,Rahul R,Delhi,Cycle,Part-Time,4.93,True
DP10518,Nikhil S,Ahmedabad,Scooter,Full-Time,4.63,True
DP00275,Kiran K,Delhi,Cycle,Full-Time,4.8,True
DP00012,Ravi W,Pune,Scooter,Contract,4.27,True
DP02487,Vikas D,Chennai,Bike,Part-Time,4.49,True
DP10106,Rahul Q,Chennai,Bike,Full-Time,3.9,True
DP05659,Meena A,Chennai,Scooter,Full-Time,4.34,True
DP06727,Vikas Y,Kolkata,Bike,Contract,3.92,True
DP08393,Vikas F,Pune,Bike,Full-Time,3.83,True
DP12676,Pooja U,Kolkata,Cycle,Contract,4.04,False
DP12389,Sneha N,Chennai,Bike,Full-Time,4.13,True
DP10795,Suresh C,Delhi,Bike,Contract,3.77,True
DP12191,Amit U,Mumbai,Cycle,Full-Time,3.65,True
DP06958,Sneha D,Bengaluru,Bike,Part-Time,4.32,True
DP06186,Santosh S,Delhi,Bike,Part-Time,4.0,True
DP04888,Manoj X,Bengaluru,Scooter,Contract,4.18,True
DP02873,Vikas S,Bengaluru,Bike,Full-Time,4.77,True
DP07270,Suresh H,Pune,Bike,Contract,4.66,True
DP09173,Arjun M,Bengaluru,Bike,Full-Time,3.97,True
DP00979,Meena H,Kolkata,Bike,Full-Time,4.28,True
DP02310,Deepak Z,Ahmedabad,Bike,Full-Time,4.49,True
DP11865,Santosh B,Chennai,Scooter,Full-Time,4.65,True
DP09300,Nikhil W,Mumbai,Bike,Part-Time,4.53,True
DP13512,Amit Q,Kolkata,Scooter,Part-Time,4.19,True
DP05667,Suresh B,Chennai,Scooter,Full-Time,4.16,True
DP14609,Arjun Y,Delhi,Cycle,Part-Time,3.54,True
DP00057,Shreya H,Bengaluru,Bike,Full-Time,3.74,True
DP14400,Divya Y,Hyderabad,Bike,Part-Time,3.9,True
DP00005,Suresh T,Mumbai,Scooter,Full-Time,4.42,True
DP11928,Shreya V,Bengaluru,Scooter,Full-Time,4.04,True
DP14707,Arjun R,Pune,Bike,Part-Time,4.07,True
DP06074,Meena Z,Ahmedabad,Scooter,Contract,4.2,False
DP07491,Priya D,Hyderabad,Bike,Contract,5.0,False
DP03764,Nikhil B,Mumbai,Scooter,Part-Time,4.09,True
DP07358,Sneha G,Bengaluru,Scooter,Full-Time,4.34,True
DP06042,Neha L,Mumbai,Scooter,Part-Time,4.55,True
DP14820,Amit C,Pune,Bike,Full-Time,4.88,True
DP02132,Rakesh T,Kolkata,Bike,Full-Time,4.11,True
DP03099,Rakesh C,Chennai,Bike,Part-Time,3.31,True
DP14017,Santosh R,Hyderabad,Bike,Full-Time,4.41,True
DP05922,Ravi O,Delhi,Bike,Full-Time,4.13,True
DP10621,Rakesh X,Hyderabad,Scooter,Full-Time,4.12,True
DP13110,Pooja D,Bengaluru,Bike,Full-Time,4.38,True
DP06611,Ravi N,Delhi,Scooter,Full-Time,3.72,True
DP07794,Shreya D,Delhi,Scooter,Part-Time,4.58,True
DP07366,Suresh U,Ahmedabad,Scooter,Contract,4.66,True
DP01426,Kiran Q,Bengaluru,Bike,Full-Time,3.96,True
DP08157,Deepak V,Hyderabad,Scooter,Contract,3.87,False
DP09357,Meena L,Bengaluru,Cycle,Full-Time,4.18,True
DP12002,Deepak E,Bengaluru,Scooter,Contract,4.48,True
DP00472,Sneha K,Delhi,Scooter,Full-Time,4.45,True
DP05719,Ravi X,Mumbai,Scooter,Full-Time,4.61,True
DP06385,Ravi W,Delhi,Bike,Full-Time,4.06,True
DP03467,Shreya L,Mumbai,Bike,Part-Time,3.92,True
DP08615,Suresh B,Pune,Cycle,Part-Time,3.91,True
DP05725,Neha M,Kolkata,Bike,Part-Time,4.54,True
DP00329,Nikhil F,Kolkata,Scooter,Part-Time,4.34,True
DP11048,Ravi X,Pune,Scooter,Full-Time,4.17,True
DP01282,Meena X,Kolkata,Bike,Full-Time,4.72,True
DP12674,Nikhil P,Kolkata,Scooter,Part-Time,4.32,True
DP11291,Ananya N,Delhi,Scooter,Contract,4.02,True
DP10886,Amit O,Chennai,Bike,Part-Time,4.22,True
DP14956,Neha C,Chennai,Scooter,Part-Time,4.27,True
DP07739,Ravi H,Hyderabad,Bike,Full-Time,4.24,False
DP14590,Neha U,Hyderabad,Cycle,Part-Time,3.71,True
DP13049,Arjun T,Delhi,Car,Contract,3.48,True
DP03589,Santosh W,Pune,Scooter,Full-Time,4.31,True
DP04110,Kiran D,Chennai,Bike,Part-Time,4.04,True
DP04079,Pooja I,Kolkata,Bike,Full-Time,4.29,True
DP04980,Suresh S,Chennai,Cycle,Contract,4.26,True
DP04467,Divya Q,Ahmedabad,Bike,Part-Time,4.52,False
DP08539,Sneha X,Ahmedabad,Bike,Full-Time,4.22,True
DP00170,Neha T,Chennai,Scooter,Contract,4.03,True
DP13730,Vikas Y,Bengaluru,Bike,Contract,4.41,True
DP07818,Kiran E,Hyderabad,Scooter,Part-Time,4.43,True
DP06397,Suresh Y,Delhi,Scooter,Part-Time,4.31,True
DP06212,Sneha E,Kolkata,Scooter,Full-Time,4.18,False
DP02856,Priya Y,Delhi,Bike,Contract,3.68,True
DP04350,Rakesh U,Delhi,Cycle,Full-Time,4.13,True
DP09065,Santosh S,Chennai,Cycle,Part-Time,4.0,True
DP09589,Nikhil Q,Delhi,Bike,Full-Time,4.16,True
DP03199,Rakesh I,Delhi,Bike,Part-Time,4.15,True
DP09178,Arjun C,Pune,Scooter,Part-Time,4.15,False
DP13202,Neha Q,Hyderabad,Cycle,Part-Time,4.37,False
DP12478,Rakesh R,Chennai,Scooter,Contract,4.36,True
DP03698,Nikhil F,Chennai,Scooter,Part-Time,4.51,True
DP01639,Pooja C,Pune,Cycle,Part-Time,4.52,True
DP12422,Priya Q,Kolkata,Car,Contract,3.58,True
DP03899,Rahul T,Chennai,Bike,Contract,3.97,True
DP06532,Kiran J,Delhi,Cycle,Part-Time,3.74,True
DP07253,Deepak U,Delhi,Bike,Part-Time,3.98,True
DP13715,Rahul S,Bengaluru,Bike,Part-Time,4.16,True
DP07733,Sneha Z,Mumbai,Car,Part-Time,3.95,False
DP04699,Ananya L,Delhi,Cycle,Part-Time,4.3,True
DP02238,Manoj C,Chennai,Bike,Full-Time,4.22,True
DP08412,Rakesh C,Hyderabad,Bike,Part-Time,3.59,False
DP13081,Sneha O,Pune,Scooter,Full-Time,4.05,True
DP09708,Suresh P,Delhi,Scooter,Contract,4.14,False
DP03015,Rahul A,Hyderabad,Bike,Full-Time,3.79,True
DP14506,Suresh N,Ahmedabad,Bike,Full-Time,3.92,True
DP12372,Ravi S,Mumbai,Cycle,Part-Time,4.62,True
DP09609,Divya O,Ahmedabad,Scooter,Full-Time,4.41,True
DP12582,Amit P,Kolkata,Scooter,Part-Time,4.44,True
DP10298,Ananya M,Mumbai,Scooter,Full-Time,3.49,True
DP00092,Santosh T,Kolkata,Bike,Full-Time,4.08,True
DP14032,Santosh Q,Bengaluru,Bike,Contract,3.89,True
DP13114,Divya R,Ahmedabad,Bike,Contract,3.81,True
DP12454,Neha R,Pune,Scooter,Contract,3.41,False
DP05568,Manoj O,Chennai,Bike,Full-Time,4.22,True
DP08525,Arjun P,Hyderabad,Bike,Full-Time,3.93,False
DP13893,Deepak N,Mumbai,Bike,Part-Time,3.89,True
DP08165,Pooja W,Chennai,Bike,Full-Time,4.41,True
DP10988,Divya P,Kolkata,Bike,Part-Time,4.58,True
DP14277,Ravi I,Chennai,Scooter,Full-Time,4.2,True
DP14927,Shreya Q,Mumbai,Scooter,Full-Time,3.98,True
DP12392,Kiran S,Mumbai,Bike,Full-Time,3.31,True
DP12155,Shreya R,Ahmedabad,Bike,Part-Time,4.09,True
DP13873,Divya A,Delhi,Scooter,Part-Time,4.26,True
DP01007,Rakesh X,Pune,Cycle,Full-Time,4.37,False
DP02067,Nikhil K,Delhi,Cycle,Full-Time,3.9,True
DP12308,Meena R,Mumbai,Bike,Part-Time,4.18,False
DP03711,Manoj P,Bengaluru,Bike,Full-Time,4.44,True
DP07342,Nikhil Z,Pune,Bike,Full-Time,4.23,True
DP11769,Priya L,Mumbai,Bike,Full-Time,4.05,True
DP07070,Rakesh M,Bengaluru,Car,Full-Time,4.73,True
DP05664,Ravi M,Delhi,Scooter,Part-Time,3.62,True
DP11934,Nikhil F,Mumbai,Scooter,Full-Time,3.56,False
DP03460,Manoj N,Delhi,Bike,Full-Time,4.03,True
DP05546,Amit F,Ahmedabad,Scooter,Full-Time,3.5,False
DP04039,Pooja R,Bengaluru,Scooter,Part-Time,4.07,True
DP00715,Arjun N,Bengaluru,Car,Part-Time,4.63,True
DP11379,Arjun T,Bengaluru,Scooter,Full-Time,4.27,True
DP14527,Kiran H,Mumbai,Bike,Full-Time,4.4,True
DP09257,Ananya P,Mumbai,Scooter,Full-Time,3.81,True
DP01139,Divya Q,Hyderabad,Cycle,Part-Time,3.98,True
DP03472,Rakesh S,Kolkata,Bike,Contract,3.69,True
DP10817,Suresh X,Bengaluru,Car,Contract,4.19,True
DP02066,Ravi X,Hyderabad,Cycle,Part-Time,4.36,True
DP08168,Shreya J,Bengaluru,Scooter,Full-Time,4.0,True
DP06124,Amit X,Hyderabad,Bike,Part-Time,4.02,False
DP14110,Santosh L,Mumbai,Cycle,Full-Time,4.26,True
DP05931,Rahul H,Bengaluru,Scooter,Part-Time,4.08,True
DP11718,Deepak F,Kolkata,Bike,Full-Time,3.87,True
DP01081,Pooja O,Hyderabad,Bike,Full-Time,4.02,True
DP09452,Shreya D,Chennai,Cycle,Full-Time,4.4,True
DP12474,Rakesh C,Kolkata,Bike,Part-Time,4.23,True
DP05387,Kiran S,Bengaluru,Bike,Full-Time,3.74,True
DP04673,Santosh E,Chennai,Scooter,Part-Time,3.95,True
DP13078,Suresh N,Bengaluru,Scooter,Full-Time,4.05,True
DP12556,Santosh A,Mumbai,Bike,Full-Time,4.12,True
DP13575,Manoj W,Chennai,Bike,Part-Time,3.99,True
DP04445,Pooja T,Bengaluru,Cycle,Full-Time,4.32,True
DP07540,Amit H,Bengaluru,Scooter,Contract,4.29,False
DP04825,Kiran E,Kolkata,Bike,Full-Time,4.32,True
DP07812,Pooja R,Chennai,Scooter,Full-Time,4.68,True
DP07916,Vikas U,Chennai,Scooter,Contract,4.39,True
DP02161,Amit T,Chennai,Bike,Full-Time,3.74,True
DP14366,Arjun K,Ahmedabad,Cycle,Contract,3.98,True
